gene_id,gene_symbol,fpkm_C42B0,fpkm_C42B25nM,fpkm_C42B50nM,tpm_C42B0,tpm_C42B25nM,tpm_C42B50nM,read_count_C42B0,read_count_C42B25nM,read_count_C42B50nM
162998,OR7D2,0.81,0.74,0.52,1.49,1.4,0.96,48.66,43.32,29.56
163033,ZNF579,5.18,8.44,9.29,9.6,15.97,17.15,255,420,438
163049,ZNF791,5.87,5.1,5.8,10.87,9.64,10.72,613.89,498.79,565.7
163050,ZNF564,1.84,2.9,3.07,3.4,5.49,5.68,99,152,156
163051,ZNF709,0.31,0.56,0.59,0.58,1.06,1.09,28.63,49.99,51.14
163059,ZNF433,1.22,3.73,3.62,2.26,7.06,6.68,53.91,161.37,153.25
163071,ZNF114,0.49,0.45,0.5,0.9,0.84,0.92,22.99,20.39,22.15
163081,ZNF567,2.21,3,2.78,4.09,5.67,5.12,123,167,150
163087,ZNF383,1.61,1.77,1.84,2.98,3.35,3.4,127.36,145.35,138.68
163115,ZNF781,0.27,0.6,0.45,0.5,1.13,0.83,16,34,25
163126,EID2,23.11,31.2,25.08,42.8,59.03,46.31,617,810,631
163131,ZNF780B,1.77,2.04,1.98,3.29,3.86,3.66,263.59,272.45,252.31
163154,PRR22,2.39,3.27,4.01,4.42,6.19,7.4,60,80,95
163175,LGI4,0.31,0.35,0.15,0.58,0.66,0.28,12,13,7
163183,SYNE4,52.39,66.46,61.51,97.02,125.73,113.59,1268,1618,1437
163223,ZNF676,0.04,0.08,0.11,0.07,0.15,0.19,2.14,4.26,5.46
163227,ZNF100,2.56,1.74,1.54,4.74,3.29,2.85,271.22,180.19,153.93
163255,ZNF540,0.3,0.53,0.3,0.56,1.01,0.55,18,30,17
163259,DENND2C,0.32,0.35,0.46,0.6,0.67,0.85,34.25,39.72,46.01
163351,GBP6,0.12,0.2,0.04,0.23,0.37,0.07,10.02,13.74,3.21
163479,FNDC7,0.02,0.04,0,0.03,0.07,0,1,2,0
163486,DENND1B,1.89,2.28,2.19,3.5,4.32,4.04,283.13,261,237
163589,TDRD5,0,0.02,0.02,0,0.04,0.04,0,1,1
163590,TOR1AIP2,7.89,9.93,9.02,14.62,18.78,16.66,1227.83,1487.73,1318.34
163688,CALML6,0.1,0.03,0.01,0.18,0.05,0.01,4,1.01,0.28
163702,IFNLR1,0.12,0.2,0.24,0.22,0.39,0.45,10.25,16.92,19.22
163732,CITED4,18.84,16.45,19.72,34.88,31.12,36.42,451,383,445
163747,LEXM,0.08,0.1,0.06,0.14,0.19,0.11,2.89,3.8,2.32
163782,KANK4,0.16,0.47,0.61,0.3,0.89,1.13,15.67,45.55,51.91
163786,SASS6,5.15,2.69,2.66,9.54,5.1,4.92,373.64,188,181
163859,SDE2,8.22,10.8,8.29,15.23,20.43,15.31,614.87,785.17,584.22
163882,CNST,6.53,9.4,8.29,12.1,17.79,15.31,625.99,867.89,733.62
163933,FAM43B,0.02,0.02,0,0.04,0.04,0,1,1,0
164045,HFM1,0,0.02,0.03,0,0.03,0.05,0,1,2
164091,PAQR7,1.01,2.62,2.86,1.87,4.96,5.29,51.06,127.53,135.05
164118,TTC24,0,0.07,0.03,0,0.14,0.05,0,3,1
164127,CCDC185,0.16,0.08,0.11,0.29,0.15,0.21,6,3,4
164153,UBL4B,0,0,0.08,0,0,0.14,0,0,2
164284,APCDD1L,0.03,0,0,0.05,0,0,2,0,0
164312,LRRN4,0.02,0.16,0.06,0.03,0.3,0.11,1.56,10.85,3
164395,TTLL9,0.02,0.13,0.08,0.03,0.24,0.14,1,7.02,4.01
164592,CCDC116,0.54,0.15,0.09,1,0.28,0.17,20,6,3
164633,CABP7,0.09,0.41,0.38,0.16,0.77,0.71,5.54,24.65,22.59
164656,TMPRSS6,0.02,0.18,0.37,0.03,0.34,0.69,1,10,20
164668,APOBEC3H,0.27,11.36,14.68,0.5,21.5,27.11,5,196,256.02
164714,TTLL8,0.02,0.04,0,0.04,0.08,0,1,2,0
164781,DAW1,0,0,0.03,0,0,0.06,0,0,1
164832,LONRF2,0.04,0.04,0.05,0.08,0.08,0.1,12.54,11.45,14.04
165055,CCDC138,5.01,3.98,3.1,9.27,7.53,5.73,232.82,187.93,140.38
165082,ADGRF3,0.06,0.11,0.16,0.12,0.21,0.29,4.03,8.24,11.08
165186,TOGARAM2,0.01,0.05,0.01,0.02,0.09,0.01,0.73,2.01,0.34
165215,FAM171B,0.01,0,0.04,0.02,0,0.07,1,0,4
165257,C1QL2,0,0,0.03,0,0,0.06,0,0,1
165324,UBXN2A,5.44,6.65,7.05,10.07,12.58,13.02,280.55,369.46,346.09
165545,DQX1,1.29,2.8,4.01,2.39,5.3,7.41,54,123,166
165631,PARP15,2.88,4.48,4.81,5.33,8.47,8.88,231.9,350.84,360.91
165679,SPTSSB,0.08,0.5,0.42,0.16,0.95,0.77,3,21,16
165829,GPR156,0.93,0.84,0.83,1.71,1.58,1.52,77,64,53
165918,RNF168,7.86,7.53,5.87,14.56,14.24,10.83,790.62,736.16,556.23
166012,CHST13,0.06,0.03,0,0.1,0.05,0,2,1,0
166336,PRICKLE2,0.07,0.19,0.21,0.12,0.35,0.39,10,29,34.97
166348,KBTBD12,0.14,0.19,0.08,0.26,0.35,0.14,14.97,19.46,7.83
166378,SPATA5,1.09,0.96,0.83,2.01,1.82,1.54,170.21,156.49,134.24
166379,BBS12,0.5,2.07,2.11,0.93,3.91,3.91,30,120,119
166614,DCLK2,2.23,2.17,2.34,4.12,4.11,4.32,159,151,156
166647,ADGRA3,7.31,5.32,4.84,13.54,10.06,8.94,568.15,397.25,346.17
166655,TRIM60,0.01,0,0,0.01,0,0,0.21,0,0
166785,MMAA,2.06,3.42,3.14,3.81,6.47,5.8,197.57,361.96,306.95
166793,ZBTB49,0.98,1.1,0.84,1.82,2.08,1.55,47,53,42
166815,TIGD2,5.33,5.88,5.9,9.87,11.12,10.9,206,221,215
166824,RASSF6,0.03,0.02,0.05,0.06,0.04,0.09,3.29,2.33,3
166863,RBM46,0.03,0,0,0.06,0,0,1,0,0
166929,SGMS2,2.55,2.29,2.43,4.72,4.33,4.48,296,257,266
166968,MIER3,4.82,7.28,5.99,8.92,13.77,11.06,470.91,691.95,551.98
166979,CDC20B,0.11,0.19,0.16,0.2,0.36,0.3,3.89,7.83,5.79
167127,UGT3A2,0.07,0.02,0.05,0.13,0.05,0.09,3,1,2
167153,TENT2,9.5,8.45,6.32,17.59,15.98,11.67,622.65,534.57,394.65
167227,DCP2,3.99,4.05,3.26,7.39,7.66,6.02,687.07,684.34,528.51
167359,NIM1K,0,0.1,0,0,0.18,0,0,4,0
167410,LIX1,0.5,0.39,0.43,0.92,0.74,0.8,35.13,27,28.73
167465,ZNF366,0.03,0.06,0.06,0.05,0.1,0.12,3.13,6.35,7.14
167555,FAM151B,2.15,3.9,2.53,3.98,7.37,4.67,57,105.68,66.99
167681,PRSS35,0,0.04,0,0,0.08,0,0,2,0
167691,LCA5,0.15,0.22,0.38,0.28,0.41,0.71,13,18,31
167838,TXLNB,0.78,5.93,5.92,1.44,11.21,10.92,67,510,506
168002,DACT2,0,0.03,0.02,0,0.06,0.04,0.07,1.59,1
168090,C6orf118,0.18,0.04,0.06,0.33,0.08,0.12,6,2,2
168374,ZNF92,3.84,2.73,2.81,7.11,5.16,5.18,222.06,151.11,151.32
168400,DDX53,0.46,0.36,0.37,0.84,0.69,0.69,31,24,24
168417,ZNF679,0.11,0.22,0.11,0.2,0.42,0.2,3.01,6,2.88
168433,RNF133,0,0,0.04,0,0,0.08,0,0,1
168448,CDC14C,1.57,0.99,1.52,2.9,1.87,2.8,85,52.32,77.58
168451,THAP5,19.14,16.94,13.13,35.45,32.05,24.24,1200.01,1036.45,779.26
168455,CCDC71L,2.33,6.88,7.12,4.31,13.01,13.15,298,857,860
168507,PKD1L1,0.27,0.47,0.48,0.5,0.9,0.89,81.14,138.25,136.88
168544,ZNF467,10.7,26.18,27.8,19.81,49.52,51.33,531,1203,1222
168620,BHLHA15,62.85,32.07,26.96,116.39,60.66,49.79,784,389,317
168850,ZNF800,6.01,7.78,6.46,11.13,14.72,11.94,617,729,621
168975,CNBD1,0.04,0,0,0.07,0,0,1,0,0
169026,SLC30A8,0.06,0.06,0.06,0.12,0.12,0.11,6.74,6.34,5.65
169166,SNX31,0,0,0.03,0,0,0.05,0,0,1
169200,TMEM64,4.09,5.99,3.44,7.57,11.32,6.35,380,539,304
169270,ZNF596,0.66,0.5,0.54,1.22,0.94,0.99,34.79,27.79,29.54
169436,STKLD1,0.28,0.1,0.14,0.53,0.18,0.26,15,5,7
169611,OLFML2A,0.07,0.26,0.13,0.14,0.49,0.24,8.73,29.04,14.46
169714,QSOX2,18.06,15.47,14.37,33.44,29.27,26.54,1526.37,1271.65,1144.97
169792,GLIS3,0.05,0.16,0.19,0.1,0.31,0.35,5,20,20
169834,ZNF883,12.75,12.74,10.43,23.61,24.1,19.27,564,548,435
169841,ZNF169,0.72,0.76,0.87,1.32,1.43,1.6,59,61,63
169981,SPIN3,2.8,3.71,3.38,5.19,7.01,6.24,235,302,266
170067,SUPT20HL2,0.15,0.11,0.06,0.28,0.2,0.11,14.92,9.95,5.6
170082,TCEANC,1.01,1.48,1.51,1.87,2.79,2.79,61.51,87.03,84.83
170261,ZCCHC12,0,0.35,0.19,0,0.66,0.35,0,13.49,7.31
170302,ARX,1.26,3.66,3.5,2.33,6.92,6.46,68,192,178
170370,FAM170B,0,0.04,0,0,0.08,0,0,1,0
170371,TMEM273,0.04,0.37,0.35,0.07,0.71,0.64,1,10,9
170384,FUT11,5.47,7.08,6.36,10.14,13.4,11.75,197.51,253.68,219.12
170392,OIT3,0.02,0,0,0.05,0,0,1,0,0
170394,PWWP2B,20.7,28.36,28.42,38.34,53.65,52.47,962,1293,1242
170463,SSBP4,35.54,36.01,40.03,65.81,68.12,73.92,1173.44,1146.34,1240.51
170482,CLEC4C,0.04,0.1,0.08,0.08,0.18,0.15,1,2.24,1.77
170487,ACTL10,17.06,10.84,9.58,31.6,20.5,17.69,497,307,263
170506,DHX36,44.35,31.45,28.16,82.13,59.5,52.01,3276.9,2396.68,2105.98
170572,HTR3C,0,0.13,0.1,0,0.25,0.19,0,4,3
170575,GIMAP1,0,0,0.03,0,0.01,0.06,0.09,0.37,2.41
170589,GPHA2,0.15,0.62,1.06,0.28,1.17,1.96,3,10,18
170591,S100Z,0.05,0.17,0.17,0.09,0.32,0.31,1.98,7.06,6.65
170622,COMMD6,18.62,20.49,17.72,34.48,38.77,32.73,586,625,527
170626,XAGE3,1.02,1.47,1.5,1.9,2.78,2.77,9,13,13
170627,XAGE5,0.08,0.08,0.25,0.15,0.16,0.47,1,1,3
170679,PSORS1C1,0.24,1.7,1.76,0.44,3.22,3.25,4,28,28
170680,PSORS1C2,0,0.07,0.14,0,0.13,0.25,0,1,2
170685,NUDT10,0.03,0.35,0.33,0.06,0.66,0.61,1.15,12.05,11.18
170689,ADAMTS15,0.22,0.38,0.41,0.42,0.71,0.76,24,39,39
170691,ADAMTS17,0.44,0.73,0.66,0.81,1.38,1.22,48.83,88.01,76.25
170712,COX7B2,5.96,8.44,5.41,11.04,15.96,9.99,58,79,50
170850,KCNG3,0.29,0.39,0.35,0.54,0.73,0.65,20,26,23
170954,PPP1R18,3.64,4.38,5.04,6.74,8.28,9.31,206.1,252.21,270.7
170958,ZNF525,1.31,1.47,1.44,2.42,2.77,2.66,150.91,164.48,156.71
170959,ZNF431,1.47,1.19,1.14,2.72,2.25,2.1,243.15,191.41,157.55
170960,ZNF721,2.92,3.41,3.56,5.4,6.45,6.58,256.02,290.93,294.79
170961,ANKRD24,1.53,0.25,0.32,2.84,0.47,0.59,104,14,19.13
171017,ZNF384,22.12,20.83,23.31,40.97,39.41,43.04,1325,1198,1287.82
171023,ASXL1,11.42,12.36,13.68,21.15,23.37,25.27,1207,1235,1231
171024,SYNPO2,0.05,0.19,0.21,0.09,0.36,0.39,6.46,40.37,41.76
171169,SPACA4,0.06,0.12,0,0.11,0.22,0,1,2,0
171177,RHOV,16.61,30.68,31,30.77,58.04,57.24,505,907,888
171222,UBE2L5,0.34,0.45,0.41,0.63,0.85,0.77,17.19,22.33,19.92
171389,NLRP6,0.13,0.02,0.06,0.23,0.04,0.11,7,1,3
171392,ZNF675,4.94,4.3,4.49,9.15,8.13,8.29,212.26,179.59,181.76
171425,CLYBL,3.55,1.4,2.03,6.56,2.65,3.74,91,35,49
171483,FAM9B,0.09,0.25,0.07,0.16,0.47,0.13,3.37,9.43,2.59
171484,FAM9C,0.05,0.05,0.11,0.09,0.1,0.2,2,1,3
171546,SPTSSA,27.43,40.64,37.02,50.79,76.88,68.37,1360.74,1960.71,1731.11
171558,PTCRA,0.44,2.35,4.62,0.82,4.45,8.54,6,31,59
171568,POLR3H,30.69,24.2,22.86,56.83,45.79,42.22,2178.38,1673.59,1616.28
171586,ABHD3,12.23,19.63,16.8,22.64,37.13,31.02,461,715,596
192111,PGAM5,36.18,32.8,29.05,67,62.05,53.65,1857.41,1623.98,1414.87
192134,B3GNT6,0.04,0.1,0.11,0.07,0.19,0.21,1.79,4.58,4.94
192286,HIGD2A,258.83,232.15,235.91,479.3,439.17,435.64,2973,2593.25,2554.06
192666,KRT24,0.03,0,0,0.06,0,0,1,0,0
192669,AGO3,3.86,2.69,2.83,7.15,5.08,5.22,633.49,519.3,509.49
192670,AGO4,2.68,2.97,2.72,4.96,5.61,5.02,332.05,351.29,325.6
192683,SCAMP5,1.93,6.31,6.35,3.57,11.94,11.73,122,362,369
195814,SDR16C5,0.03,0.35,0.25,0.06,0.65,0.47,2,22,14
195827,PRXL2C,10.87,16.18,12.6,20.13,30.61,23.28,322.45,419.95,312.41
195828,ZNF367,9.11,2.03,2.22,16.87,3.84,4.1,625,135,142
195977,ANTXRL,1.09,2.82,2.29,2.02,5.34,4.22,43,99,82
196051,PLPP4,0.87,1.62,1.3,1.62,3.06,2.41,44.86,73.08,45.86
196074,METTL15,3.43,4.18,3.42,6.34,7.91,6.31,231.69,254.55,183.01
196264,MPZL3,6.6,8.16,6.6,12.22,15.44,12.19,492.53,591.76,464.82
196294,IMMP1L,13.78,19.15,13.04,25.53,36.23,24.09,184.1,250.04,168.99
196335,OR56B4,0,0.05,0,0,0.09,0,0,1,0
196383,RILPL2,13.33,9.85,7.53,24.69,18.63,13.91,435.33,310.83,233.61
196385,DNAH10,0.07,0.26,0.47,0.12,0.49,0.87,8,30,53
196394,AMN1,1.59,4.29,4.05,2.95,8.12,7.47,86.19,182.71,152.92
196403,DTX3,2.01,5.41,5.41,3.71,10.24,9.99,77,197,191
196410,METTL7B,0.96,0.73,0.71,1.77,1.37,1.3,23,17,16
196415,C12orf77,0.22,0.23,0.34,0.41,0.43,0.63,6.21,6.24,9.16
196441,ZFC3H1,1.2,1.3,1.44,2.22,2.46,2.66,159,168,180
196446,MYRFL,0.02,0.09,0.15,0.04,0.16,0.28,1,4,7
196463,PLBD2,16.18,18.6,20.66,29.96,35.18,38.16,1428.58,1583.18,1706.9
196483,EEF2KMT,25.49,19.76,19.23,47.2,37.39,35.5,1127.16,847.6,797.64
196500,PIANP,0.19,0.14,0.16,0.36,0.26,0.29,12.25,8.62,8.68
196513,DCP1B,10.02,25.69,27.03,18.55,48.6,49.91,380,943,961
196527,ANO6,7.22,8.44,8.42,13.37,15.96,15.56,815,928,884.95
196528,ARID2,7.26,7.85,6.82,13.44,14.84,12.59,1110,1151,943
196541,METTL21C,0.02,0.03,0.01,0.03,0.05,0.02,2.73,4.73,1.53
196740,VSTM4,0.25,0.15,0.31,0.46,0.28,0.58,14.14,11.47,20.02
196743,PAOX,6.54,8.09,8.53,12.11,15.3,15.76,216,266,272
196792,FAM24B,3.1,2.15,1.89,5.75,4.07,3.5,40,27,23
196883,ADCY4,0.03,0,0.02,0.06,0,0.03,2,0,1
196951,FAM227B,1.69,3.94,2.37,3.12,7.46,4.38,56.93,126.51,81.22
196993,CT62,0.1,0.19,0.3,0.19,0.35,0.56,4,7,11
196996,GRAMD2A,0.07,0.15,0.3,0.12,0.29,0.55,4,9,17
197021,LCTL,0.34,0.69,0.6,0.64,1.3,1.1,18.5,35.7,30.19
197131,UBR1,3.8,5.04,4.34,7.04,9.54,8.01,552,712,594
197135,PATL2,0.15,0.51,0.73,0.28,0.97,1.36,6,21,27.13
197257,LDHD,31.35,52.99,56.58,58.05,100.25,104.49,1191,1973,2028
197258,FCSK,4.26,5.99,6.45,7.9,11.34,11.91,301.02,409.29,437.31
197259,MLKL,6.5,4.18,3.4,12.04,7.91,6.29,288,183,144
197320,ZNF778,5.08,3.01,2.68,9.41,5.7,4.95,766.26,423.47,393.09
197322,ACSF3,16.04,17.56,20.7,29.71,33.22,38.22,573.17,608.94,696.01
197335,WDR90,10.52,9.58,8.72,19.48,18.12,16.11,871,702,650
197342,EME2,2.99,2.31,2.24,5.54,4.37,4.14,77,56,54
197358,NLRC3,0.39,0.62,0.55,0.72,1.18,1.01,47.61,73.57,62.79
197370,NSMCE1,73.78,62.89,61.94,136.63,118.96,114.39,1415,1177,1115
197407,ZNF48,8.35,9.12,9.08,15.46,17.25,16.76,460.7,494.11,476.82
198437,LKAAEAR1,0,0.08,0,0,0.15,0,0,1,0
199221,DZIP1L,0.38,0.25,0.24,0.69,0.46,0.45,24,13,15
199223,TTC21A,0.33,0.68,0.84,0.61,1.29,1.54,24.64,49.66,60
199675,MCEMP1,0,0.26,0.31,0,0.49,0.57,0,6,7
199692,ZNF627,4.13,5.28,5.81,7.64,9.99,10.73,216.96,265.03,283
199699,DAND5,0.43,0.55,0.41,0.79,1.05,0.76,13.7,17.17,12.34
199704,ZNF585A,1.4,1.91,1.77,2.6,3.6,3.26,181.87,244.11,221.61
199713,NLRP7,0.07,0,0.03,0.12,0,0.06,4.47,0,2.17
199720,GGN,0.02,0.09,0.07,0.04,0.18,0.14,1,4,3
199731,CADM4,4.42,5.93,6.06,8.18,11.21,11.19,173,231,229
199745,THAP8,8.81,18.41,19.81,16.32,34.83,36.57,226,453,471
199746,U2AF1L4,7.55,9.19,11.37,13.98,17.38,21,94,111,134
199777,ZNF626,0.1,0.09,0.05,0.19,0.17,0.1,11.63,10.13,5.74
199786,NIBAN3,0.3,0.57,0.34,0.56,1.08,0.62,19.81,37.87,20.67
199800,ADM5,1.14,1.21,1.32,2.11,2.28,2.43,44.56,45.9,48.57
199857,ALG14,19.45,9.98,8.84,36.03,18.88,16.31,440.1,258.63,236.95
199870,FAM76A,2.86,3.81,3.96,5.3,7.21,7.31,187.95,246.09,247.17
199920,FYB2,0.71,1.52,1.42,1.31,2.88,2.62,38,82,77
199953,TMEM201,18.21,13.06,13.03,33.72,24.7,24.06,1317.03,917.83,880.99
199964,TMEM61,0.26,0.4,0.18,0.48,0.76,0.33,4,9,3
199974,CYP4Z1,0.32,0.33,0.37,0.59,0.62,0.68,11,11,13
199990,FAAP20,65.11,68.22,76.36,120.56,129.06,141,1207.47,1203.15,1267.67
200008,CDCP2,0,0.05,0.03,0,0.1,0.05,0,2,1
200010,SLC5A9,0,0.02,0.06,0,0.03,0.1,0,1,3
200014,CC2D1B,10.62,16.25,17.67,19.67,30.74,32.64,750.53,1116.37,1158.88
200030,NBPF11,2.5,2.14,2.25,4.63,4.05,4.15,237.53,195.82,191.32
200035,NUDT17,1.8,2.15,2.69,3.34,4.06,4.96,51.25,55.87,70.96
200081,TXLNA,25.35,36.37,36.12,46.95,68.8,66.69,2255,3180,3035
200150,PLD5,0.04,0.08,0.09,0.07,0.16,0.17,3.08,7.86,6.28
200159,C1orf100,0.02,0.06,0.12,0.04,0.11,0.22,1,2.02,2
200162,SPAG17,0.05,0.07,0.03,0.09,0.13,0.06,4,5,4
200172,SLFNL1,0.4,0.21,0.36,0.74,0.39,0.66,27,15,25
200185,KRTCAP2,215.57,241.32,254.3,399.2,456.52,469.6,1940,2112,2157
200186,CRTC2,13.58,19.36,21.46,25.16,36.63,39.63,628.73,904.84,942.7
200205,IBA57,4.25,4.01,4.35,7.87,7.58,8.03,623.19,570.4,598.89
200232,FAM209A,0,0,0.09,0,0,0.17,0,0,1
200312,RNF215,6.68,13.2,10.65,12.38,24.96,19.67,249,478,374
200315,APOBEC3A,0.19,0.35,0.77,0.36,0.67,1.42,4.58,8.18,17.98
200316,APOBEC3F,3.09,8.91,11.92,5.72,16.86,22.01,190.65,478.02,574.12
200350,FOXD4L1,0.38,0.54,0.56,0.71,1.03,1.03,14.67,20.28,20.22
200373,CFAP221,0.44,0.7,0.51,0.82,1.33,0.95,21.9,38.09,31.1
200403,VWA3B,0.02,0.06,0.08,0.04,0.12,0.16,2,4,5
200407,CREG2,0.32,0.21,0.35,0.59,0.4,0.65,15.79,9.1,17.15
200424,TET3,3.74,3.36,3.32,6.93,6.36,6.12,684,608,588
200523,TEX37,0,0.23,0.08,0,0.43,0.14,0,3,1
200539,ANKRD23,0.87,1.24,1.12,1.62,2.34,2.08,42,58,51
200558,APLF,0.04,0.13,0.21,0.08,0.24,0.38,3,9,14
200576,PIKFYVE,3.29,3.81,3.48,6.08,7.2,6.42,537.69,586.1,544.54
200634,KRTCAP3,42.68,45.47,51,79.04,86.03,94.18,670.45,693,755
200728,TMEM17,1.55,1.61,2.15,2.88,3.05,3.96,46.07,47.77,59.78
200734,SPRED2,6.66,5.62,5.47,12.34,10.63,10.1,512,442,414
200765,TIGD1,2.25,3.95,3.61,4.17,7.48,6.66,283.53,483.85,427.63
200810,ALG1L,5.1,5.28,6.47,9.44,9.99,11.94,64.54,87.26,102.95
200844,CFAP20DC,2.69,4.29,4.53,4.99,8.11,8.37,93,135,146
200845,KCTD6,4.1,4.21,3.78,7.6,7.97,6.97,119,120,105
200879,LIPH,0.78,0.71,0.7,1.44,1.34,1.29,52.89,48.64,45.15
200894,ARL13B,3.48,1.75,1.55,6.44,3.31,2.85,233,118,98.01
200895,DHFR2,4.29,3.35,2.84,7.94,6.35,5.24,301.86,232.19,190.77
200916,RPL22L1,225.79,140.36,113.39,418.11,265.52,209.38,7942.09,4801.51,3759.15
200931,SLC51A,3.17,4.43,3.8,5.86,8.38,7.02,83,113,94
200933,FBXO45,7.24,6.71,5.74,13.41,12.69,10.6,807.89,727.75,603.53
200942,KLHDC8B,5.67,7.91,8.08,10.5,14.96,14.93,209,283,279
200958,MUC20,1.77,4.06,6.01,3.29,7.69,11.09,73,155,228
201134,CEP112,1.53,1.25,1.12,2.84,2.36,2.06,89.22,80.57,69.9
201158,TVP23C,1.73,0.89,0.97,3.2,1.69,1.78,99.96,59.76,50.16
201161,CENPV,0.05,0,0.15,0.09,0,0.29,1,0,3
201163,FLCN,8.37,18.08,18.3,15.5,34.2,33.8,561.15,1152.68,1131.68
201164,PLD6,0.47,0.3,0.29,0.87,0.57,0.53,25.54,14.03,13.08
201176,ARHGAP27,6.22,7.97,8.07,11.52,15.07,14.91,439,519,530
201181,ZNF385C,0.22,0.36,0.43,0.41,0.68,0.8,12,19,22
201191,SAMD14,0.31,0.35,0.5,0.57,0.67,0.92,15.8,30.19,26.92
201229,LYRM9,1,3.46,3.09,1.86,6.55,5.71,30.37,99.35,94.1
201232,SLC16A13,4.86,6.26,8.47,9,11.85,15.64,162,203,266
201254,CENPX,196.52,133.35,129.27,363.91,252.26,238.71,2604,1695,1602
201255,LRRC45,24.75,9.88,10.1,45.84,18.68,18.66,1245,483,479
201266,SLC39A11,10.66,7.1,6.6,19.75,13.44,12.19,504.25,325.62,294.09
201292,TRIM65,17.1,14.5,16.09,31.66,27.42,29.71,1074.7,888.74,948.66
201294,UNC13D,0.13,0.48,0.33,0.24,0.92,0.61,10,36,24
201299,RDM1,5.59,4.52,4.84,10.35,8.55,8.93,111.16,88.8,84.74
201305,SPNS3,0.32,0.62,0.81,0.59,1.17,1.49,10,19,24
201456,FBXO15,1.06,0.32,0.2,1.97,0.6,0.38,33,8,6
201475,RAB12,19.84,20.61,15.9,36.74,39,29.35,788.16,796.69,596.26
201501,ZBTB7C,0.18,0.55,0.48,0.33,1.04,0.89,16,46,40
201514,ZNF584,8.31,6.13,5.23,15.38,11.6,9.65,474,358,316
201516,ZSCAN4,0.02,0.34,0.27,0.04,0.65,0.49,1,15,10.45
201562,HACD2,33.48,34.65,26.65,61.99,65.55,49.21,2527.98,2535.85,1905.19
201595,STT3B,40.98,28.06,24.24,75.89,53.09,44.76,3190.68,2094.17,1773.26
201625,DNAH12,0.01,0.01,0.01,0.02,0.02,0.02,3,2,2
201626,PDE12,7.79,7.77,7.63,14.43,14.69,14.1,913.61,925.28,900.23
201627,DENND6A,5.1,4.71,4.24,9.44,8.91,7.83,461.51,408.11,353.01
201633,TIGIT,0.06,0.09,0,0.1,0.18,0,23.98,21.37,0
201725,C4orf46,6.73,4.36,3.4,12.47,8.25,6.28,424,267,202
201780,SLC10A4,0.05,0,0,0.09,0,0,2,0,0
201798,TIGD4,0.15,0.23,0.09,0.29,0.43,0.16,8,10,5
201799,TMEM154,0.7,0.8,0.81,1.29,1.52,1.5,127.83,135.64,152.33
201895,SMIM14,8.52,14.61,12.43,15.78,27.64,22.96,1007.39,1676.44,1383.49
201931,TMEM192,10.26,11.57,11.1,19,21.88,20.51,1104.36,1239.5,1129.33
201965,RWDD4,12.24,12.97,11.72,22.67,24.53,21.64,593,611,535
201973,PRIMPOL,7.43,2.96,2.37,13.76,5.6,4.38,275.56,110.51,85.86
202018,TAPT1,4.34,6.67,5.12,8.04,12.61,9.46,294,417,319
202051,SPATA24,4.5,6.13,7.03,8.34,11.59,12.99,136,196,190
202052,DNAJC18,1.57,2.43,1.96,2.9,4.59,3.62,150.45,226.33,177.04
202134,FAM153B,0,0,0.03,0,0,0.06,0,0,0.98
202151,RANBP3L,3.32,1.17,0.24,6.15,2.21,0.45,247.43,73.94,14.32
202243,CCDC125,11.64,10.22,10.12,21.56,19.33,18.68,646.9,595.01,585.42
202309,GAPT,0,0.02,0,0,0.04,0,0,1,0
202333,CMYA5,0.02,0,0,0.03,0,0.01,4,0,1
202374,STK32A,0.2,0.35,0.18,0.37,0.67,0.33,16.7,27.5,14.31
202500,TCTE1,0.25,0.09,0.06,0.47,0.16,0.11,10.88,3,2
202559,KHDRBS2,0.03,0.01,0,0.05,0.02,0,1.68,2,0
202658,TRIM39-RPP21,0.72,0.68,0.94,1.34,1.29,1.73,20.81,19.18,25.47
202865,C7orf33,0,0.25,0.1,0,0.46,0.19,0,5,2
202915,TMEM184A,20.65,21.01,17.93,38.25,39.74,33.11,1840.06,1697.16,1356.85
203054,ADCK5,7.47,11.2,13.21,13.84,21.18,24.39,272,397,455
203062,TSNARE1,2.76,3.21,2.73,5.11,6.08,5.05,136.43,175.84,128.04
203068,TUBB,783.18,322.17,350.94,1450.29,609.45,648.04,36673.99,14673.77,15492.6
203069,R3HCC1,37.02,36.82,41.44,68.55,69.65,76.52,1070,1036,1129
203074,PRSS55,0.05,0.11,0.09,0.09,0.2,0.17,0.98,2,1.7
203100,HTRA4,0.3,0.71,0.77,0.56,1.35,1.42,11.47,26.1,27.24
203102,ADAM32,0.03,0,0.04,0.06,0,0.06,1,0,1
203111,ERICH5,0,0.04,0,0,0.07,0,0,1,0
203190,LGI3,0.21,0.34,0.32,0.4,0.64,0.58,13,20,18
203197,TMEM268,18.38,11.43,10.38,34.04,21.62,19.16,1567.61,944.17,829.1
203228,C9orf72,5.99,7.6,7.34,11.09,14.38,13.55,334,417,396
203238,CCDC171,0.44,0.55,0.44,0.81,1.04,0.8,42,48.59,37
203245,NAIF1,7.43,7.39,7.15,13.77,13.99,13.2,472.68,457.22,428.24
203259,FAM219A,7.25,7.1,7.94,13.43,13.42,14.67,493,469,505
203260,CCDC107,29.31,37.01,39.71,54.27,70.02,73.32,521.5,630.52,648.67
